O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
29-1122.01	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1123.00	1.B.1.a	Realistic	OI	4.34	11/2023	Machine Learning
29-1123.00	1.B.1.b	Investigative	OI	4.87	11/2023	Machine Learning
29-1123.00	1.B.1.c	Artistic	OI	2.17	11/2023	Machine Learning
29-1123.00	1.B.1.d	Social	OI	5.91	11/2023	Machine Learning
29-1123.00	1.B.1.e	Enterprising	OI	2.49	11/2023	Machine Learning
29-1123.00	1.B.1.f	Conventional	OI	3.08	11/2023	Machine Learning
29-1123.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1123.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1123.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1124.00	1.B.1.a	Realistic	OI	4.88	11/2023	Machine Learning
29-1124.00	1.B.1.b	Investigative	OI	4.64	11/2023	Machine Learning
29-1124.00	1.B.1.c	Artistic	OI	1.23	11/2023	Machine Learning
29-1124.00	1.B.1.d	Social	OI	4.75	11/2023	Machine Learning
29-1124.00	1.B.1.e	Enterprising	OI	1.73	11/2023	Machine Learning
29-1124.00	1.B.1.f	Conventional	OI	4.52	11/2023	Machine Learning
29-1124.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1124.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1124.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1125.00	1.B.1.a	Realistic	OI	3.82	11/2023	Machine Learning
29-1125.00	1.B.1.b	Investigative	OI	4.17	11/2023	Machine Learning
29-1125.00	1.B.1.c	Artistic	OI	3.03	11/2023	Machine Learning
29-1125.00	1.B.1.d	Social	OI	6.86	11/2023	Machine Learning
29-1125.00	1.B.1.e	Enterprising	OI	2.52	11/2023	Machine Learning
29-1125.00	1.B.1.f	Conventional	OI	2.50	11/2023	Machine Learning
29-1125.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1125.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1125.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1126.00	1.B.1.a	Realistic	OI	4.92	11/2023	Machine Learning
29-1126.00	1.B.1.b	Investigative	OI	4.81	11/2023	Machine Learning
29-1126.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
29-1126.00	1.B.1.d	Social	OI	5.05	11/2023	Machine Learning
29-1126.00	1.B.1.e	Enterprising	OI	1.72	11/2023	Machine Learning
29-1126.00	1.B.1.f	Conventional	OI	3.84	11/2023	Machine Learning
29-1126.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1126.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1126.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1127.00	1.B.1.a	Realistic	OI	2.69	11/2023	Machine Learning
29-1127.00	1.B.1.b	Investigative	OI	5.63	11/2023	Machine Learning
29-1127.00	1.B.1.c	Artistic	OI	2.97	11/2023	Machine Learning
29-1127.00	1.B.1.d	Social	OI	5.91	11/2023	Machine Learning
29-1127.00	1.B.1.e	Enterprising	OI	1.43	11/2023	Machine Learning
29-1127.00	1.B.1.f	Conventional	OI	4.03	11/2023	Machine Learning
29-1127.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1127.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1127.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1128.00	1.B.1.a	Realistic	OI	5.06	11/2023	Machine Learning
29-1128.00	1.B.1.b	Investigative	OI	4.87	11/2023	Machine Learning
29-1128.00	1.B.1.c	Artistic	OI	1.68	11/2023	Machine Learning
29-1128.00	1.B.1.d	Social	OI	4.82	11/2023	Machine Learning
29-1128.00	1.B.1.e	Enterprising	OI	3.07	11/2023	Machine Learning
29-1128.00	1.B.1.f	Conventional	OI	3.52	11/2023	Machine Learning
29-1128.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1128.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1128.00	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1129.01	1.B.1.a	Realistic	OI	2.98	11/2023	Machine Learning
29-1129.01	1.B.1.b	Investigative	OI	3.37	11/2023	Machine Learning
29-1129.01	1.B.1.c	Artistic	OI	5.81	11/2023	Machine Learning
29-1129.01	1.B.1.d	Social	OI	5.86	11/2023	Machine Learning
29-1129.01	1.B.1.e	Enterprising	OI	2.33	11/2023	Machine Learning
29-1129.01	1.B.1.f	Conventional	OI	2.49	11/2023	Machine Learning
29-1129.01	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1129.01	1.B.1.h	Second Interest High-Point	IH	3.00	11/2023	Machine Learning
29-1129.01	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1129.02	1.B.1.a	Realistic	OI	2.16	11/2023	Machine Learning
29-1129.02	1.B.1.b	Investigative	OI	3.86	11/2023	Machine Learning
29-1129.02	1.B.1.c	Artistic	OI	5.16	11/2023	Machine Learning
29-1129.02	1.B.1.d	Social	OI	5.52	11/2023	Machine Learning
29-1129.02	1.B.1.e	Enterprising	OI	2.56	11/2023	Machine Learning
29-1129.02	1.B.1.f	Conventional	OI	2.88	11/2023	Machine Learning
29-1129.02	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1129.02	1.B.1.h	Second Interest High-Point	IH	3.00	11/2023	Machine Learning
29-1129.02	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1131.00	1.B.1.a	Realistic	OI	5.97	11/2023	Machine Learning
29-1131.00	1.B.1.b	Investigative	OI	5.94	11/2023	Machine Learning
29-1131.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
29-1131.00	1.B.1.d	Social	OI	3.43	11/2023	Machine Learning
29-1131.00	1.B.1.e	Enterprising	OI	1.71	11/2023	Machine Learning
29-1131.00	1.B.1.f	Conventional	OI	3.52	11/2023	Machine Learning
29-1131.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1131.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1131.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1141.00	1.B.1.a	Realistic	OI	3.66	11/2023	Machine Learning
29-1141.00	1.B.1.b	Investigative	OI	4.82	11/2023	Machine Learning
29-1141.00	1.B.1.c	Artistic	OI	1.31	11/2023	Machine Learning
29-1141.00	1.B.1.d	Social	OI	5.62	11/2023	Machine Learning
29-1141.00	1.B.1.e	Enterprising	OI	2.28	11/2023	Machine Learning
29-1141.00	1.B.1.f	Conventional	OI	4.58	11/2023	Machine Learning
29-1141.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1141.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1141.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1141.01	1.B.1.a	Realistic	OI	4.04	11/2023	Machine Learning
29-1141.01	1.B.1.b	Investigative	OI	5.41	11/2023	Machine Learning
29-1141.01	1.B.1.c	Artistic	OI	1.48	11/2023	Machine Learning
29-1141.01	1.B.1.d	Social	OI	5.87	11/2023	Machine Learning
29-1141.01	1.B.1.e	Enterprising	OI	1.62	11/2023	Machine Learning
29-1141.01	1.B.1.f	Conventional	OI	3.49	11/2023	Machine Learning
29-1141.01	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1141.01	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1141.01	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1141.02	1.B.1.a	Realistic	OI	2.74	11/2023	Machine Learning
29-1141.02	1.B.1.b	Investigative	OI	5.92	11/2023	Machine Learning
29-1141.02	1.B.1.c	Artistic	OI	2.62	11/2023	Machine Learning
29-1141.02	1.B.1.d	Social	OI	5.89	11/2023	Machine Learning
29-1141.02	1.B.1.e	Enterprising	OI	1.83	11/2023	Machine Learning
29-1141.02	1.B.1.f	Conventional	OI	3.84	11/2023	Machine Learning
29-1141.02	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1141.02	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1141.02	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1141.03	1.B.1.a	Realistic	OI	4.10	11/2023	Machine Learning
29-1141.03	1.B.1.b	Investigative	OI	5.07	11/2023	Machine Learning
29-1141.03	1.B.1.c	Artistic	OI	1.58	11/2023	Machine Learning
29-1141.03	1.B.1.d	Social	OI	5.50	11/2023	Machine Learning
29-1141.03	1.B.1.e	Enterprising	OI	2.07	11/2023	Machine Learning
29-1141.03	1.B.1.f	Conventional	OI	3.92	11/2023	Machine Learning
29-1141.03	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1141.03	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1141.03	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1141.04	1.B.1.a	Realistic	OI	2.42	11/2023	Machine Learning
29-1141.04	1.B.1.b	Investigative	OI	4.97	11/2023	Machine Learning
29-1141.04	1.B.1.c	Artistic	OI	1.71	11/2023	Machine Learning
29-1141.04	1.B.1.d	Social	OI	6.09	11/2023	Machine Learning
29-1141.04	1.B.1.e	Enterprising	OI	3.92	11/2023	Machine Learning
29-1141.04	1.B.1.f	Conventional	OI	4.21	11/2023	Machine Learning
29-1141.04	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1141.04	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1141.04	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1151.00	1.B.1.a	Realistic	OI	5.00	11/2023	Machine Learning
29-1151.00	1.B.1.b	Investigative	OI	4.94	11/2023	Machine Learning
29-1151.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
29-1151.00	1.B.1.d	Social	OI	5.18	11/2023	Machine Learning
29-1151.00	1.B.1.e	Enterprising	OI	1.92	11/2023	Machine Learning
29-1151.00	1.B.1.f	Conventional	OI	4.25	11/2023	Machine Learning
29-1151.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1151.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1151.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1161.00	1.B.1.a	Realistic	OI	3.42	11/2023	Machine Learning
29-1161.00	1.B.1.b	Investigative	OI	4.33	11/2023	Machine Learning
29-1161.00	1.B.1.c	Artistic	OI	1.91	11/2023	Machine Learning
29-1161.00	1.B.1.d	Social	OI	5.85	11/2023	Machine Learning
29-1161.00	1.B.1.e	Enterprising	OI	2.92	11/2023	Machine Learning
29-1161.00	1.B.1.f	Conventional	OI	3.41	11/2023	Machine Learning
29-1161.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1161.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1161.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1171.00	1.B.1.a	Realistic	OI	3.67	11/2023	Machine Learning
29-1171.00	1.B.1.b	Investigative	OI	5.52	11/2023	Machine Learning
29-1171.00	1.B.1.c	Artistic	OI	1.31	11/2023	Machine Learning
29-1171.00	1.B.1.d	Social	OI	5.36	11/2023	Machine Learning
29-1171.00	1.B.1.e	Enterprising	OI	2.13	11/2023	Machine Learning
29-1171.00	1.B.1.f	Conventional	OI	4.28	11/2023	Machine Learning
29-1171.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1171.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1171.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1181.00	1.B.1.a	Realistic	OI	4.09	11/2023	Machine Learning
29-1181.00	1.B.1.b	Investigative	OI	6.03	11/2023	Machine Learning
29-1181.00	1.B.1.c	Artistic	OI	2.13	11/2023	Machine Learning
29-1181.00	1.B.1.d	Social	OI	5.76	11/2023	Machine Learning
29-1181.00	1.B.1.e	Enterprising	OI	1.61	11/2023	Machine Learning
29-1181.00	1.B.1.f	Conventional	OI	4.16	11/2023	Machine Learning
29-1181.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1181.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1181.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1211.00	1.B.1.a	Realistic	OI	5.13	11/2023	Machine Learning
29-1211.00	1.B.1.b	Investigative	OI	5.77	11/2023	Machine Learning
29-1211.00	1.B.1.c	Artistic	OI	1.13	11/2023	Machine Learning
29-1211.00	1.B.1.d	Social	OI	5.22	11/2023	Machine Learning
29-1211.00	1.B.1.e	Enterprising	OI	2.48	11/2023	Machine Learning
29-1211.00	1.B.1.f	Conventional	OI	3.95	11/2023	Machine Learning
29-1211.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1211.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1211.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1212.00	1.B.1.a	Realistic	OI	4.97	11/2023	Machine Learning
29-1212.00	1.B.1.b	Investigative	OI	6.86	11/2023	Machine Learning
29-1212.00	1.B.1.c	Artistic	OI	1.16	11/2023	Machine Learning
29-1212.00	1.B.1.d	Social	OI	4.73	11/2023	Machine Learning
29-1212.00	1.B.1.e	Enterprising	OI	2.30	11/2023	Machine Learning
29-1212.00	1.B.1.f	Conventional	OI	4.01	11/2023	Machine Learning
29-1212.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1212.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1212.00	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1213.00	1.B.1.a	Realistic	OI	5.55	11/2023	Machine Learning
29-1213.00	1.B.1.b	Investigative	OI	6.29	11/2023	Machine Learning
29-1213.00	1.B.1.c	Artistic	OI	1.76	11/2023	Machine Learning
29-1213.00	1.B.1.d	Social	OI	4.29	11/2023	Machine Learning
29-1213.00	1.B.1.e	Enterprising	OI	1.76	11/2023	Machine Learning
29-1213.00	1.B.1.f	Conventional	OI	3.65	11/2023	Machine Learning
29-1213.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1213.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1213.00	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1214.00	1.B.1.a	Realistic	OI	4.18	11/2023	Machine Learning
29-1214.00	1.B.1.b	Investigative	OI	5.64	11/2023	Machine Learning
29-1214.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
29-1214.00	1.B.1.d	Social	OI	5.56	11/2023	Machine Learning
29-1214.00	1.B.1.e	Enterprising	OI	2.74	11/2023	Machine Learning
29-1214.00	1.B.1.f	Conventional	OI	4.18	11/2023	Machine Learning
29-1214.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1214.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1214.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1215.00	1.B.1.a	Realistic	OI	3.75	11/2023	Machine Learning
29-1215.00	1.B.1.b	Investigative	OI	6.08	11/2023	Machine Learning
29-1215.00	1.B.1.c	Artistic	OI	1.45	11/2023	Machine Learning
29-1215.00	1.B.1.d	Social	OI	6.21	11/2023	Machine Learning
29-1215.00	1.B.1.e	Enterprising	OI	2.34	11/2023	Machine Learning
29-1215.00	1.B.1.f	Conventional	OI	3.95	11/2023	Machine Learning
29-1215.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1215.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1215.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1216.00	1.B.1.a	Realistic	OI	4.38	11/2023	Machine Learning
29-1216.00	1.B.1.b	Investigative	OI	6.83	11/2023	Machine Learning
29-1216.00	1.B.1.c	Artistic	OI	1.42	11/2023	Machine Learning
29-1216.00	1.B.1.d	Social	OI	6.13	11/2023	Machine Learning
29-1216.00	1.B.1.e	Enterprising	OI	2.11	11/2023	Machine Learning
29-1216.00	1.B.1.f	Conventional	OI	3.66	11/2023	Machine Learning
29-1216.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1216.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1216.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1217.00	1.B.1.a	Realistic	OI	3.91	11/2023	Machine Learning
29-1217.00	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
29-1217.00	1.B.1.c	Artistic	OI	2.09	11/2023	Machine Learning
29-1217.00	1.B.1.d	Social	OI	5.32	11/2023	Machine Learning
29-1217.00	1.B.1.e	Enterprising	OI	2.42	11/2023	Machine Learning
29-1217.00	1.B.1.f	Conventional	OI	3.63	11/2023	Machine Learning
29-1217.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1217.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1217.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1218.00	1.B.1.a	Realistic	OI	4.57	11/2023	Machine Learning
29-1218.00	1.B.1.b	Investigative	OI	5.41	11/2023	Machine Learning
29-1218.00	1.B.1.c	Artistic	OI	1.34	11/2023	Machine Learning
29-1218.00	1.B.1.d	Social	OI	5.40	11/2023	Machine Learning
29-1218.00	1.B.1.e	Enterprising	OI	2.61	11/2023	Machine Learning
29-1218.00	1.B.1.f	Conventional	OI	4.14	11/2023	Machine Learning
29-1218.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1218.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1218.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1221.00	1.B.1.a	Realistic	OI	3.76	11/2023	Machine Learning
29-1221.00	1.B.1.b	Investigative	OI	6.20	11/2023	Machine Learning
29-1221.00	1.B.1.c	Artistic	OI	1.77	11/2023	Machine Learning
29-1221.00	1.B.1.d	Social	OI	6.63	11/2023	Machine Learning
29-1221.00	1.B.1.e	Enterprising	OI	2.49	11/2023	Machine Learning
29-1221.00	1.B.1.f	Conventional	OI	3.53	11/2023	Machine Learning
29-1221.00	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1221.00	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1221.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1222.00	1.B.1.a	Realistic	OI	5.36	11/2023	Machine Learning
29-1222.00	1.B.1.b	Investigative	OI	7.00	11/2023	Machine Learning
29-1222.00	1.B.1.c	Artistic	OI	1.20	11/2023	Machine Learning
29-1222.00	1.B.1.d	Social	OI	3.46	11/2023	Machine Learning
29-1222.00	1.B.1.e	Enterprising	OI	1.40	11/2023	Machine Learning
29-1222.00	1.B.1.f	Conventional	OI	4.57	11/2023	Machine Learning
29-1222.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1222.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1222.00	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1223.00	1.B.1.a	Realistic	OI	2.14	11/2023	Machine Learning
29-1223.00	1.B.1.b	Investigative	OI	6.37	11/2023	Machine Learning
29-1223.00	1.B.1.c	Artistic	OI	2.72	11/2023	Machine Learning
29-1223.00	1.B.1.d	Social	OI	5.98	11/2023	Machine Learning
29-1223.00	1.B.1.e	Enterprising	OI	2.12	11/2023	Machine Learning
29-1223.00	1.B.1.f	Conventional	OI	3.90	11/2023	Machine Learning
29-1223.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1223.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1223.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1224.00	1.B.1.a	Realistic	OI	4.76	11/2023	Machine Learning
29-1224.00	1.B.1.b	Investigative	OI	6.60	11/2023	Machine Learning
29-1224.00	1.B.1.c	Artistic	OI	1.19	11/2023	Machine Learning
29-1224.00	1.B.1.d	Social	OI	3.91	11/2023	Machine Learning
29-1224.00	1.B.1.e	Enterprising	OI	2.14	11/2023	Machine Learning
29-1224.00	1.B.1.f	Conventional	OI	4.80	11/2023	Machine Learning
29-1224.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1224.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1224.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1229.01	1.B.1.a	Realistic	OI	4.09	11/2023	Machine Learning
29-1229.01	1.B.1.b	Investigative	OI	6.92	11/2023	Machine Learning
29-1229.01	1.B.1.c	Artistic	OI	1.68	11/2023	Machine Learning
29-1229.01	1.B.1.d	Social	OI	5.10	11/2023	Machine Learning
29-1229.01	1.B.1.e	Enterprising	OI	2.23	11/2023	Machine Learning
29-1229.01	1.B.1.f	Conventional	OI	3.54	11/2023	Machine Learning
29-1229.01	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.01	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.01	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1229.02	1.B.1.a	Realistic	OI	3.63	11/2023	Machine Learning
29-1229.02	1.B.1.b	Investigative	OI	4.68	11/2023	Machine Learning
29-1229.02	1.B.1.c	Artistic	OI	1.55	11/2023	Machine Learning
29-1229.02	1.B.1.d	Social	OI	6.05	11/2023	Machine Learning
29-1229.02	1.B.1.e	Enterprising	OI	3.14	11/2023	Machine Learning
29-1229.02	1.B.1.f	Conventional	OI	4.15	11/2023	Machine Learning
29-1229.02	1.B.1.g	First Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.02	1.B.1.h	Second Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.02	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
29-1229.03	1.B.1.a	Realistic	OI	5.16	11/2023	Machine Learning
29-1229.03	1.B.1.b	Investigative	OI	6.90	11/2023	Machine Learning
29-1229.03	1.B.1.c	Artistic	OI	1.23	11/2023	Machine Learning
29-1229.03	1.B.1.d	Social	OI	5.16	11/2023	Machine Learning
29-1229.03	1.B.1.e	Enterprising	OI	2.31	11/2023	Machine Learning
29-1229.03	1.B.1.f	Conventional	OI	3.42	11/2023	Machine Learning
29-1229.03	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.03	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1229.03	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.04	1.B.1.a	Realistic	OI	4.55	11/2023	Machine Learning
29-1229.04	1.B.1.b	Investigative	OI	6.36	11/2023	Machine Learning
29-1229.04	1.B.1.c	Artistic	OI	2.02	11/2023	Machine Learning
29-1229.04	1.B.1.d	Social	OI	5.97	11/2023	Machine Learning
29-1229.04	1.B.1.e	Enterprising	OI	1.71	11/2023	Machine Learning
29-1229.04	1.B.1.f	Conventional	OI	2.98	11/2023	Machine Learning
29-1229.04	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.04	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.04	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1229.05	1.B.1.a	Realistic	OI	3.28	11/2023	Machine Learning
29-1229.05	1.B.1.b	Investigative	OI	6.82	11/2023	Machine Learning
29-1229.05	1.B.1.c	Artistic	OI	1.84	11/2023	Machine Learning
29-1229.05	1.B.1.d	Social	OI	5.39	11/2023	Machine Learning
29-1229.05	1.B.1.e	Enterprising	OI	2.36	11/2023	Machine Learning
29-1229.05	1.B.1.f	Conventional	OI	3.34	11/2023	Machine Learning
29-1229.05	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.05	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.05	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
29-1229.06	1.B.1.a	Realistic	OI	5.07	11/2023	Machine Learning
29-1229.06	1.B.1.b	Investigative	OI	5.49	11/2023	Machine Learning
29-1229.06	1.B.1.c	Artistic	OI	1.26	11/2023	Machine Learning
29-1229.06	1.B.1.d	Social	OI	5.26	11/2023	Machine Learning
29-1229.06	1.B.1.e	Enterprising	OI	3.29	11/2023	Machine Learning
29-1229.06	1.B.1.f	Conventional	OI	3.48	11/2023	Machine Learning
29-1229.06	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1229.06	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1229.06	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1241.00	1.B.1.a	Realistic	OI	4.78	11/2023	Machine Learning
29-1241.00	1.B.1.b	Investigative	OI	6.33	11/2023	Machine Learning
29-1241.00	1.B.1.c	Artistic	OI	1.62	11/2023	Machine Learning
29-1241.00	1.B.1.d	Social	OI	5.28	11/2023	Machine Learning
29-1241.00	1.B.1.e	Enterprising	OI	2.86	11/2023	Machine Learning
29-1241.00	1.B.1.f	Conventional	OI	3.72	11/2023	Machine Learning
29-1241.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1241.00	1.B.1.h	Second Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1241.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1242.00	1.B.1.a	Realistic	OI	5.07	11/2023	Machine Learning
29-1242.00	1.B.1.b	Investigative	OI	6.50	11/2023	Machine Learning
29-1242.00	1.B.1.c	Artistic	OI	1.48	11/2023	Machine Learning
29-1242.00	1.B.1.d	Social	OI	4.82	11/2023	Machine Learning
29-1242.00	1.B.1.e	Enterprising	OI	2.35	11/2023	Machine Learning
29-1242.00	1.B.1.f	Conventional	OI	3.89	11/2023	Machine Learning
29-1242.00	1.B.1.g	First Interest High-Point	IH	2.00	11/2023	Machine Learning
29-1242.00	1.B.1.h	Second Interest High-Point	IH	1.00	11/2023	Machine Learning
29-1242.00	1.B.1.i	Third Interest High-Point	IH	4.00	11/2023	Machine Learning
29-1243.00	1.B.1.a	Realistic	OI	4.95	11/2023	Machine Learning
29-1243.00	1.B.1.b	Investigative	OI	6.52	11/2023	Machine Learning
